State,Population Value,Gender,Year,18-20,65-74,75-84,55-59,60-64,,20-24,25-34,45-54,35-44
 Minnesota,50,F,2008,1,0,0,0,0,0,0,0,0,0
 Mississippi,52,F,2008,1,0,0,0,0,0,0,0,0,0
 Missouri,51,F,2008,1,0,0,0,0,0,0,0,0,0
 Montana,50,F,2008,1,0,0,0,0,0,0,0,0,0
 Nebraska,51,F,2008,1,0,0,0,0,0,0,0,0,0
 Nevada,49,F,2008,1,0,0,0,0,0,0,0,0,0
 Hawaii,50,F,2008,1,0,0,0,0,0,0,0,0,0
 Georgia,51,F,2008,1,0,0,0,0,0,0,0,0,0
 Florida,51,F,2008,1,0,0,0,0,0,0,0,0,0
 District of Columbia,53,F,2008,1,0,0,0,0,0,0,0,0,0
 South Dakota,49,M,2008,1,0,0,0,0,0,0,0,0,0
 Tennessee,47,M,2008,1,0,0,0,0,0,0,0,0,0
 Texas,49,M,2008,1,0,0,0,0,0,0,0,0,0
 Utah,49,M,2008,1,0,0,0,0,0,0,0,0,0
 Vermont,48,M,2008,1,0,0,0,0,0,0,0,0,0
 Virginia,48,M,2008,1,0,0,0,0,0,0,0,0,0
 Washington,49,M,2008,1,0,0,0,0,0,0,0,0,0
 West Virginia,48,M,2008,1,0,0,0,0,0,0,0,0,0
 New Jersey,51,F,2008,1,0,0,0,0,0,0,0,0,0
 Wisconsin,49,M,2008,1,0,0,0,0,0,0,0,0,0
 Alabama,52,F,2008,1,0,0,0,0,0,0,0,0,0
 Alaska,47,F,2008,1,0,0,0,0,0,0,0,0,0
 Arizona,50,F,2008,1,0,0,0,0,0,0,0,0,0
 Arkansas,51,F,2008,1,0,0,0,0,0,0,0,0,0
 California,50,F,2008,1,0,0,0,0,0,0,0,0,0
 Colorado,49,F,2008,1,0,0,0,0,0,0,0,0,0
 Connecticut,51,F,2008,1,0,0,0,0,0,0,0,0,0
 Delaware,52,F,2008,1,0,0,0,0,0,0,0,0,0
 Wyoming,50,M,2008,1,0,0,0,0,0,0,0,0,0
 Idaho,13,,2008,0,0,0,0,0,0,0,1,0,0
 North Carolina,51,F,2008,1,0,0,0,0,0,0,0,0,0
 Minnesota,6,,2008,0,0,0,1,0,0,0,0,0,0
 Iowa,14,,2008,0,0,0,0,0,0,0,0,1,0
 Kansas,14,,2008,0,0,0,0,0,0,0,0,1,0
 Kentucky,14,,2008,0,0,0,0,0,0,0,0,1,0
 Louisiana,14,,2008,0,0,0,0,0,0,0,0,1,0
 Maine,16,,2008,0,0,0,0,0,0,0,0,1,0
 Maryland,15,,2008,0,0,0,0,0,0,0,0,1,0
 Massachusetts,15,,2008,0,0,0,0,0,0,0,0,1,0
 Michigan,15,,2008,0,0,0,0,0,0,0,0,1,0
 Minnesota,15,,2008,0,0,0,0,0,0,0,0,1,0
 Mississippi,13,,2008,0,0,0,0,0,0,0,0,1,0
 Missouri,14,,2008,0,0,0,0,0,0,0,0,1,0
 Montana,15,,2008,0,0,0,0,0,0,0,0,1,0
 Nebraska,14,,2008,0,0,0,0,0,0,0,0,1,0
 Nevada,13,,2008,0,0,0,0,0,0,0,0,1,0
 New Hampshire,17,,2008,0,0,0,0,0,0,0,0,1,0
 New Jersey,15,,2008,0,0,0,0,0,0,0,0,1,0
 New Mexico,13,,2008,0,0,0,0,0,0,0,0,1,0
 Indiana,14,,2008,0,0,0,0,0,0,0,0,1,0
 North Carolina,14,,2008,0,0,0,0,0,0,0,0,1,0
 Illinois,14,,2008,0,0,0,0,0,0,0,0,1,0
 Hawaii,13,,2008,0,0,0,0,0,0,0,0,1,0
 Vermont,13,,2008,0,0,0,0,0,0,0,0,0,1
 Virginia,14,,2008,0,0,0,0,0,0,0,0,0,1
 Washington,14,,2008,0,0,0,0,0,0,0,0,0,1
 West Virginia,13,,2008,0,0,0,0,0,0,0,0,0,1
 Wisconsin,13,,2008,0,0,0,0,0,0,0,0,0,1
 Wyoming,12,,2008,0,0,0,0,0,0,0,0,0,1
 Alabama,14,,2008,0,0,0,0,0,0,0,0,1,0
 Alaska,15,,2008,0,0,0,0,0,0,0,0,1,0
 Arizona,13,,2008,0,0,0,0,0,0,0,0,1,0
 Arkansas,13,,2008,0,0,0,0,0,0,0,0,1,0
 California,14,,2008,0,0,0,0,0,0,0,0,1,0
 Colorado,14,,2008,0,0,0,0,0,0,0,0,1,0
 Connecticut,16,,2008,0,0,0,0,0,0,0,0,1,0
 Delaware,14,,2008,0,0,0,0,0,0,0,0,1,0
 District of Columbia,12,,2008,0,0,0,0,0,0,0,0,1,0
 Florida,14,,2008,0,0,0,0,0,0,0,0,1,0
 Georgia,14,,2008,0,0,0,0,0,0,0,0,1,0
 Idaho,13,,2008,0,0,0,0,0,0,0,0,1,0
 North Dakota,14,,2008,0,0,0,0,0,0,0,0,1,0
 Ohio,15,,2008,0,0,0,0,0,0,0,0,1,0
 Oklahoma,14,,2008,0,0,0,0,0,0,0,0,1,0
 Delaware,6,,2008,0,0,0,1,0,0,0,0,0,0
 District of Columbia,5,,2008,0,0,0,1,0,0,0,0,0,0
 Florida,6,,2008,0,0,0,1,0,0,0,0,0,0
 Georgia,5,,2008,0,0,0,1,0,0,0,0,0,0
 Hawaii,6,,2008,0,0,0,1,0,0,0,0,0,0
 Idaho,6,,2008,0,0,0,1,0,0,0,0,0,0
 Illinois,5,,2008,0,0,0,1,0,0,0,0,0,0
 Indiana,6,,2008,0,0,0,1,0,0,0,0,0,0
 Iowa,6,,2008,0,0,0,1,0,0,0,0,0,0
 Kansas,6,,2008,0,0,0,1,0,0,0,0,0,0
 Kentucky,6,,2008,0,0,0,1,0,0,0,0,0,0
 Louisiana,5,,2008,0,0,0,1,0,0,0,0,0,0
 Maine,7,,2008,0,0,0,1,0,0,0,0,0,0
 Maryland,6,,2008,0,0,0,1,0,0,0,0,0,0
 Massachusetts,6,,2008,0,0,0,1,0,0,0,0,0,0
 Michigan,6,,2008,0,0,0,1,0,0,0,0,0,0
 Illinois,13,,2008,0,0,0,0,0,0,0,1,0,0
 Connecticut,6,,2008,0,0,0,1,0,0,0,0,0,0
 Colorado,6,,2008,0,0,0,1,0,0,0,0,0,0
 California,5,,2008,0,0,0,1,0,0,0,0,0,0
 Arkansas,5,,2008,0,0,0,1,0,0,0,0,0,0
 Oregon,14,,2008,0,0,0,0,0,0,0,0,1,0
 Pennsylvania,15,,2008,0,0,0,0,0,0,0,0,1,0
 Puerto Rico,12,,2008,0,0,0,0,0,0,0,0,1,0
 Rhode Island,15,,2008,0,0,0,0,0,0,0,0,1,0
 South Carolina,14,,2008,0,0,0,0,0,0,0,0,1,0
 South Dakota,14,,2008,0,0,0,0,0,0,0,0,1,0
 Tennessee,14,,2008,0,0,0,0,0,0,0,0,1,0
 Texas,13,,2008,0,0,0,0,0,0,0,0,1,0
 Utah,11,,2008,0,0,0,0,0,0,0,0,0,1
 Utah,11,,2008,0,0,0,0,0,0,0,0,1,0
 Virginia,14,,2008,0,0,0,0,0,0,0,0,1,0
 Washington,15,,2008,0,0,0,0,0,0,0,0,1,0
 West Virginia,15,,2008,0,0,0,0,0,0,0,0,1,0
 Wisconsin,15,,2008,0,0,0,0,0,0,0,0,1,0
 Wyoming,15,,2008,0,0,0,0,0,0,0,0,1,0
 Alabama,6,,2008,0,0,0,1,0,0,0,0,0,0
 Alaska,6,,2008,0,0,0,1,0,0,0,0,0,0
 Arizona,5,,2008,0,0,0,1,0,0,0,0,0,0
 Vermont,16,,2008,0,0,0,0,0,0,0,0,1,0
 Texas,14,,2008,0,0,0,0,0,0,0,0,0,1
 New York,14,,2008,0,0,0,0,0,0,0,0,1,0
 Indiana,13,,2008,0,0,0,0,0,0,0,1,0,0
 Ohio,12,,2008,0,0,0,0,0,0,0,1,0,0
 Oregon,13,,2008,0,0,0,0,0,0,0,1,0,0
 Pennsylvania,11,,2008,0,0,0,0,0,0,0,1,0,0
 Puerto Rico,13,,2008,0,0,0,0,0,0,0,1,0,0
 Rhode Island,12,,2008,0,0,0,0,0,0,0,1,0,0
 South Carolina,12,,2008,0,0,0,0,0,0,0,1,0,0
 South Dakota,12,,2008,0,0,0,0,0,0,0,1,0,0
 Tennessee,13,,2008,0,0,0,0,0,0,0,1,0,0
 Texas,14,,2008,0,0,0,0,0,0,0,1,0,0
 Utah,16,,2008,0,0,0,0,0,0,0,1,0,0
 Vermont,11,,2008,0,0,0,0,0,0,0,1,0,0
 Virginia,13,,2008,0,0,0,0,0,0,0,1,0,0
 Washington,13,,2008,0,0,0,0,0,0,0,1,0,0
 West Virginia,12,,2008,0,0,0,0,0,0,0,1,0,0
 Wisconsin,12,,2008,0,0,0,0,0,0,0,1,0,0
 Wyoming,13,,2008,0,0,0,0,0,0,0,1,0,0
 Alabama,13,,2008,0,0,0,0,0,0,0,0,0,1
 North Dakota,13,,2008,0,0,0,0,0,0,0,1,0,0
 Alaska,14,,2008,0,0,0,0,0,0,0,0,0,1
 North Carolina,13,,2008,0,0,0,0,0,0,0,1,0,0
 New Mexico,13,,2008,0,0,0,0,0,0,0,1,0,0
 Tennessee,14,,2008,0,0,0,0,0,0,0,0,0,1
 Iowa,12,,2008,0,0,0,0,0,0,0,1,0,0
 Kansas,12,,2008,0,0,0,0,0,0,0,1,0,0
 Kentucky,13,,2008,0,0,0,0,0,0,0,1,0,0
 Louisiana,13,,2008,0,0,0,0,0,0,0,1,0,0
 Maine,11,,2008,0,0,0,0,0,0,0,1,0,0
 Maryland,12,,2008,0,0,0,0,0,0,0,1,0,0
 Massachusetts,12,,2008,0,0,0,0,0,0,0,1,0,0
 Michigan,12,,2008,0,0,0,0,0,0,0,1,0,0
 Minnesota,13,,2008,0,0,0,0,0,0,0,1,0,0
 Mississippi,12,,2008,0,0,0,0,0,0,0,1,0,0
 Missouri,12,,2008,0,0,0,0,0,0,0,1,0,0
 Montana,12,,2008,0,0,0,0,0,0,0,1,0,0
 Nebraska,12,,2008,0,0,0,0,0,0,0,1,0,0
 Nevada,14,,2008,0,0,0,0,0,0,0,1,0,0
 New Hampshire,11,,2008,0,0,0,0,0,0,0,1,0,0
 New Jersey,12,,2008,0,0,0,0,0,0,0,1,0,0
 New York,12,,2008,0,0,0,0,0,0,0,1,0,0
 Arizona,13,,2008,0,0,0,0,0,0,0,0,0,1
 Oklahoma,13,,2008,0,0,0,0,0,0,0,1,0,0
 California,14,,2008,0,0,0,0,0,0,0,0,0,1
 Missouri,13,,2008,0,0,0,0,0,0,0,0,0,1
 Montana,12,,2008,0,0,0,0,0,0,0,0,0,1
 Nebraska,12,,2008,0,0,0,0,0,0,0,0,0,1
 Nevada,14,,2008,0,0,0,0,0,0,0,0,0,1
 New Hampshire,14,,2008,0,0,0,0,0,0,0,0,0,1
 New Jersey,15,,2008,0,0,0,0,0,0,0,0,0,1
 New Mexico,12,,2008,0,0,0,0,0,0,0,0,0,1
 New York,14,,2008,0,0,0,0,0,0,0,0,0,1
 Mississippi,13,,2008,0,0,0,0,0,0,0,0,0,1
 North Carolina,14,,2008,0,0,0,0,0,0,0,0,0,1
 Ohio,13,,2008,0,0,0,0,0,0,0,0,0,1
 Oklahoma,12,,2008,0,0,0,0,0,0,0,0,0,1
 Oregon,13,,2008,0,0,0,0,0,0,0,0,0,1
 Pennsylvania,13,,2008,0,0,0,0,0,0,0,0,0,1
 Puerto Rico,13,,2008,0,0,0,0,0,0,0,0,0,1
 Rhode Island,14,,2008,0,0,0,0,0,0,0,0,0,1
 Arkansas,13,,2008,0,0,0,0,0,0,0,0,0,1
 South Dakota,12,,2008,0,0,0,0,0,0,0,0,0,1
 North Dakota,11,,2008,0,0,0,0,0,0,0,0,0,1
 Minnesota,13,,2008,0,0,0,0,0,0,0,0,0,1
 South Carolina,13,,2008,0,0,0,0,0,0,0,0,0,1
 Massachusetts,14,,2008,0,0,0,0,0,0,0,0,0,1
 Michigan,13,,2008,0,0,0,0,0,0,0,0,0,1
 Colorado,14,,2008,0,0,0,0,0,0,0,0,0,1
 Connecticut,14,,2008,0,0,0,0,0,0,0,0,0,1
 Delaware,14,,2008,0,0,0,0,0,0,0,0,0,1
 District of Columbia,14,,2008,0,0,0,0,0,0,0,0,0,1
 Florida,13,,2008,0,0,0,0,0,0,0,0,0,1
 Hawaii,13,,2008,0,0,0,0,0,0,0,0,0,1
 Idaho,12,,2008,0,0,0,0,0,0,0,0,0,1
 Georgia,15,,2008,0,0,0,0,0,0,0,0,0,1
 Indiana,13,,2008,0,0,0,0,0,0,0,0,0,1
 Iowa,12,,2008,0,0,0,0,0,0,0,0,0,1
 Kansas,12,,2008,0,0,0,0,0,0,0,0,0,1
 Kentucky,14,,2008,0,0,0,0,0,0,0,0,0,1
 Louisiana,13,,2008,0,0,0,0,0,0,0,0,0,1
 Maine,13,,2008,0,0,0,0,0,0,0,0,0,1
 Maryland,14,,2008,0,0,0,0,0,0,0,0,0,1
 Illinois,14,,2008,0,0,0,0,0,0,0,0,0,1
 Oklahoma,7,,2012,0,1,0,0,0,0,0,0,0,0
 New Mexico,8,,2012,0,1,0,0,0,0,0,0,0,0
 New York,7,,2012,0,1,0,0,0,0,0,0,0,0
 North Carolina,8,,2012,0,1,0,0,0,0,0,0,0,0
 North Dakota,7,,2012,0,1,0,0,0,0,0,0,0,0
 Ohio,8,,2012,0,1,0,0,0,0,0,0,0,0
 New Jersey,7,,2012,0,1,0,0,0,0,0,0,0,0
 Oregon,8,,2012,0,1,0,0,0,0,0,0,0,0
 Utah,5,,2012,0,1,0,0,0,0,0,0,0,0
 Puerto Rico,9,,2012,0,1,0,0,0,0,0,0,0,0
 Rhode Island,7,,2012,0,1,0,0,0,0,0,0,0,0
 South Carolina,8,,2012,0,1,0,0,0,0,0,0,0,0
 South Dakota,7,,2012,0,1,0,0,0,0,0,0,0,0
 Tennessee,8,,2012,0,1,0,0,0,0,0,0,0,0
 Texas,6,,2012,0,1,0,0,0,0,0,0,0,0
 New Hampshire,8,,2012,0,1,0,0,0,0,0,0,0,0
 Vermont,8,,2012,0,1,0,0,0,0,0,0,0,0
 Pennsylvania,8,,2012,0,1,0,0,0,0,0,0,0,0
 Nevada,8,,2012,0,1,0,0,0,0,0,0,0,0
 Maine,9,,2012,0,1,0,0,0,0,0,0,0,0
 Montana,8,,2012,0,1,0,0,0,0,0,0,0,0
 Virginia,7,,2012,0,1,0,0,0,0,0,0,0,0
 Florida,9,,2012,0,1,0,0,0,0,0,0,0,0
 Georgia,6,,2012,0,1,0,0,0,0,0,0,0,0
 Hawaii,8,,2012,0,1,0,0,0,0,0,0,0,0
 Idaho,7,,2012,0,1,0,0,0,0,0,0,0,0
 Illinois,7,,2012,0,1,0,0,0,0,0,0,0,0
 Indiana,7,,2012,0,1,0,0,0,0,0,0,0,0
 Iowa,7,,2012,0,1,0,0,0,0,0,0,0,0
 Kansas,7,,2012,0,1,0,0,0,0,0,0,0,0
 Kentucky,8,,2012,0,1,0,0,0,0,0,0,0,0
 Louisiana,7,,2012,0,1,0,0,0,0,0,0,0,0
 Maryland,7,,2012,0,1,0,0,0,0,0,0,0,0
 Massachusetts,7,,2012,0,1,0,0,0,0,0,0,0,0
 Michigan,8,,2012,0,1,0,0,0,0,0,0,0,0
 Minnesota,7,,2012,0,1,0,0,0,0,0,0,0,0
 Mississippi,7,,2012,0,1,0,0,0,0,0,0,0,0
 Missouri,8,,2012,0,1,0,0,0,0,0,0,0,0
 Nebraska,7,,2012,0,1,0,0,0,0,0,0,0,0
 Washington,7,,2012,0,1,0,0,0,0,0,0,0,0
 Oregon,4,,2012,0,0,1,0,0,0,0,0,0,0
 Wisconsin,7,,2012,0,1,0,0,0,0,0,0,0,0
 Massachusetts,4,,2012,0,0,1,0,0,0,0,0,0,0
 Michigan,4,,2012,0,0,1,0,0,0,0,0,0,0
 Minnesota,4,,2012,0,0,1,0,0,0,0,0,0,0
 Mississippi,4,,2012,0,0,1,0,0,0,0,0,0,0
 Missouri,4,,2012,0,0,1,0,0,0,0,0,0,0
 Montana,4,,2012,0,0,1,0,0,0,0,0,0,0
 Nebraska,4,,2012,0,0,1,0,0,0,0,0,0,0
 Nevada,3,,2012,0,0,1,0,0,0,0,0,0,0
 New Hampshire,4,,2012,0,0,1,0,0,0,0,0,0,0
 New Jersey,4,,2012,0,0,1,0,0,0,0,0,0,0
 New Mexico,4,,2012,0,0,1,0,0,0,0,0,0,0
 New York,4,,2012,0,0,1,0,0,0,0,0,0,0
 North Carolina,4,,2012,0,0,1,0,0,0,0,0,0,0
 North Dakota,4,,2012,0,0,1,0,0,0,0,0,0,0
 Ohio,4,,2012,0,0,1,0,0,0,0,0,0,0
 Oklahoma,4,,2012,0,0,1,0,0,0,0,0,0,0
 District of Columbia,6,,2012,0,1,0,0,0,0,0,0,0,0
 Maryland,3,,2012,0,0,1,0,0,0,0,0,0,0
 Maine,5,,2012,0,0,1,0,0,0,0,0,0,0
 Louisiana,4,,2012,0,0,1,0,0,0,0,0,0,0
 Kentucky,4,,2012,0,0,1,0,0,0,0,0,0,0
 Wyoming,7,,2012,0,1,0,0,0,0,0,0,0,0
 Alabama,4,,2012,0,0,1,0,0,0,0,0,0,0
 Alaska,2,,2012,0,0,1,0,0,0,0,0,0,0
 Arizona,4,,2012,0,0,1,0,0,0,0,0,0,0
 Arkansas,4,,2012,0,0,1,0,0,0,0,0,0,0
 California,3,,2012,0,0,1,0,0,0,0,0,0,0
 Colorado,3,,2012,0,0,1,0,0,0,0,0,0,0
 Connecticut,4,,2012,0,0,1,0,0,0,0,0,0,0
 West Virginia,9,,2012,0,1,0,0,0,0,0,0,0,0
 Delaware,4,,2012,0,0,1,0,0,0,0,0,0,0
 Florida,5,,2012,0,0,1,0,0,0,0,0,0,0
 Georgia,3,,2012,0,0,1,0,0,0,0,0,0,0
 Hawaii,4,,2012,0,0,1,0,0,0,0,0,0,0
 Idaho,3,,2012,0,0,1,0,0,0,0,0,0,0
 Illinois,4,,2012,0,0,1,0,0,0,0,0,0,0
 Indiana,4,,2012,0,0,1,0,0,0,0,0,0,0
 Iowa,5,,2012,0,0,1,0,0,0,0,0,0,0
 Kansas,4,,2012,0,0,1,0,0,0,0,0,0,0
 District of Columbia,3,,2012,0,0,1,0,0,0,0,0,0,0
 Delaware,8,,2012,0,1,0,0,0,0,0,0,0,0
 Nevada,6,,2012,0,0,0,1,0,0,0,0,0,0
 Colorado,6,,2012,0,1,0,0,0,0,0,0,0,0
 West Virginia,7,,2012,0,0,0,1,0,0,0,0,0,0
 Wisconsin,7,,2012,0,0,0,1,0,0,0,0,0,0
 Wyoming,7,,2012,0,0,0,1,0,0,0,0,0,0
 Alabama,5,,2012,0,0,0,0,1,0,0,0,0,0
 Alaska,5,,2012,0,0,0,0,1,0,0,0,0,0
 Arizona,5,,2012,0,0,0,0,1,0,0,0,0,0
 Arkansas,5,,2012,0,0,0,0,1,0,0,0,0,0
 California,5,,2012,0,0,0,0,1,0,0,0,0,0
 Colorado,5,,2012,0,0,0,0,1,0,0,0,0,0
 Connecticut,5,,2012,0,0,0,0,1,0,0,0,0,0
 Delaware,5,,2012,0,0,0,0,1,0,0,0,0,0
 District of Columbia,5,,2012,0,0,0,0,1,0,0,0,0,0
 Florida,6,,2012,0,0,0,0,1,0,0,0,0,0
 Georgia,5,,2012,0,0,0,0,1,0,0,0,0,0
 Hawaii,6,,2012,0,0,0,0,1,0,0,0,0,0
 Idaho,5,,2012,0,0,0,0,1,0,0,0,0,0
 Illinois,5,,2012,0,0,0,0,1,0,0,0,0,0
 Washington,6,,2012,0,0,0,1,0,0,0,0,0,0
 Indiana,5,,2012,0,0,0,0,1,0,0,0,0,0
 Virginia,6,,2012,0,0,0,1,0,0,0,0,0,0
 Utah,5,,2012,0,0,0,1,0,0,0,0,0,0
 Pennsylvania,5,,2012,0,0,1,0,0,0,0,0,0,0
 New Hampshire,7,,2012,0,0,0,1,0,0,0,0,0,0
 New Jersey,6,,2012,0,0,0,1,0,0,0,0,0,0
 New Mexico,6,,2012,0,0,0,1,0,0,0,0,0,0
 New York,6,,2012,0,0,0,1,0,0,0,0,0,0
 North Carolina,6,,2012,0,0,0,1,0,0,0,0,0,0
 North Dakota,6,,2012,0,0,0,1,0,0,0,0,0,0
 Ohio,7,,2012,0,0,0,1,0,0,0,0,0,0
 Oklahoma,6,,2012,0,0,0,1,0,0,0,0,0,0
 Oregon,7,,2012,0,0,0,1,0,0,0,0,0,0
 Pennsylvania,7,,2012,0,0,0,1,0,0,0,0,0,0
 Puerto Rico,5,,2012,0,0,0,1,0,0,0,0,0,0
 Rhode Island,7,,2012,0,0,0,1,0,0,0,0,0,0
 South Carolina,6,,2012,0,0,0,1,0,0,0,0,0,0
 South Dakota,7,,2012,0,0,0,1,0,0,0,0,0,0
 Tennessee,6,,2012,0,0,0,1,0,0,0,0,0,0
 Texas,5,,2012,0,0,0,1,0,0,0,0,0,0
 Vermont,8,,2012,0,0,0,1,0,0,0,0,0,0
 Iowa,6,,2012,0,0,0,0,1,0,0,0,0,0
 Kansas,5,,2012,0,0,0,0,1,0,0,0,0,0
 Kentucky,6,,2012,0,0,0,0,1,0,0,0,0,0
 Rhode Island,6,,2012,0,0,0,0,1,0,0,0,0,0
 South Carolina,6,,2012,0,0,0,0,1,0,0,0,0,0
 South Dakota,5,,2012,0,0,0,0,1,0,0,0,0,0
 Tennessee,6,,2012,0,0,0,0,1,0,0,0,0,0
 Texas,4,,2012,0,0,0,0,1,0,0,0,0,0
 Utah,4,,2012,0,0,0,0,1,0,0,0,0,0
 Vermont,7,,2012,0,0,0,0,1,0,0,0,0,0
 Virginia,5,,2012,0,0,0,0,1,0,0,0,0,0
 Washington,6,,2012,0,0,0,0,1,0,0,0,0,0
 West Virginia,7,,2012,0,0,0,0,1,0,0,0,0,0
 Wisconsin,6,,2012,0,0,0,0,1,0,0,0,0,0
 Wyoming,6,,2012,0,0,0,0,1,0,0,0,0,0
 Alabama,8,,2012,0,1,0,0,0,0,0,0,0,0
 Alaska,5,,2012,0,1,0,0,0,0,0,0,0,0
 Arizona,8,,2012,0,1,0,0,0,0,0,0,0,0
 Arkansas,8,,2012,0,1,0,0,0,0,0,0,0,0
 California,6,,2012,0,1,0,0,0,0,0,0,0,0
 Puerto Rico,6,,2012,0,0,0,0,1,0,0,0,0,0
 Pennsylvania,6,,2012,0,0,0,0,1,0,0,0,0,0
 Oregon,6,,2012,0,0,0,0,1,0,0,0,0,0
 Oklahoma,5,,2012,0,0,0,0,1,0,0,0,0,0
 Louisiana,5,,2012,0,0,0,0,1,0,0,0,0,0
 Maine,7,,2012,0,0,0,0,1,0,0,0,0,0
 Maryland,5,,2012,0,0,0,0,1,0,0,0,0,0
 Massachusetts,5,,2012,0,0,0,0,1,0,0,0,0,0
 Michigan,6,,2012,0,0,0,0,1,0,0,0,0,0
 Minnesota,5,,2012,0,0,0,0,1,0,0,0,0,0
 Mississippi,5,,2012,0,0,0,0,1,0,0,0,0,0
 Missouri,5,,2012,0,0,0,0,1,0,0,0,0,0
 Connecticut,7,,2012,0,1,0,0,0,0,0,0,0,0
 Montana,6,,2012,0,0,0,0,1,0,0,0,0,0
 Nevada,5,,2012,0,0,0,0,1,0,0,0,0,0
 New Hampshire,6,,2012,0,0,0,0,1,0,0,0,0,0
 New Jersey,5,,2012,0,0,0,0,1,0,0,0,0,0
 New Mexico,6,,2012,0,0,0,0,1,0,0,0,0,0
 New York,5,,2012,0,0,0,0,1,0,0,0,0,0
 North Carolina,5,,2012,0,0,0,0,1,0,0,0,0,0
 North Dakota,6,,2012,0,0,0,0,1,0,0,0,0,0
 Ohio,6,,2012,0,0,0,0,1,0,0,0,0,0
 Nebraska,5,,2012,0,0,0,0,1,0,0,0,0,0
 Puerto Rico,4,,2012,0,0,1,0,0,0,0,0,0,0
 South Carolina,4,,2012,0,0,1,0,0,0,0,0,0,0
 Texas,33,,2012,0,0,0,0,0,0,0,0,0,0
 Utah,29,,2012,0,0,0,0,0,0,0,0,0,0
 Vermont,42,,2012,0,0,0,0,0,0,0,0,0,0
 Virginia,37,,2012,0,0,0,0,0,0,0,0,0,0
 Washington,37,,2012,0,0,0,0,0,0,0,0,0,0
 West Virginia,41,,2012,0,0,0,0,0,0,0,0,0,0
 Wisconsin,38,,2012,0,0,0,0,0,0,0,0,0,0
 Wyoming,36,,2012,0,0,0,0,0,0,0,0,0,0
 Tennessee,38,,2012,0,0,0,0,0,0,0,0,0,0
 South Dakota,36,,2012,0,0,0,0,0,0,0,0,0,0
 Rhode Island,39,,2012,0,0,0,0,0,0,0,0,0,0
 Minnesota,37,,2012,0,0,0,0,0,0,0,0,0,0
 Mississippi,36,,2012,0,0,0,0,0,0,0,0,0,0
 Missouri,38,,2012,0,0,0,0,0,0,0,0,0,0
 Montana,40,,2012,0,0,0,0,0,0,0,0,0,0
 Nebraska,36,,2012,0,0,0,0,0,0,0,0,0,0
 Nevada,36,,2012,0,0,0,0,0,0,0,0,0,0
 New Hampshire,41,,2012,0,0,0,0,0,0,0,0,0,0
 New Jersey,39,,2012,0,0,0,0,0,0,0,0,0,0
 New Mexico,36,,2012,0,0,0,0,0,0,0,0,0,0
 New York,38,,2012,0,0,0,0,0,0,0,0,0,0
 North Carolina,38,,2012,0,0,0,0,0,0,0,0,0,0
 North Dakota,36,,2012,0,0,0,0,0,0,0,0,0,0
 Ohio,39,,2012,0,0,0,0,0,0,0,0,0,0
 Oklahoma,36,,2012,0,0,0,0,0,0,0,0,0,0
 Oregon,39,,2012,0,0,0,0,0,0,0,0,0,0
 Pennsylvania,40,,2012,0,0,0,0,0,0,0,0,0,0
 Puerto Rico,37,,2012,0,0,0,0,0,0,0,0,0,0
 South Carolina,38,,2012,0,0,0,0,0,0,0,0,0,0
 Nebraska,6,,2012,0,0,0,1,0,0,0,0,0,0
 Michigan,39,,2012,0,0,0,0,0,0,0,0,0,0
 Rhode Island,4,,2012,0,0,1,0,0,0,0,0,0,0
 Massachusetts,39,,2012,0,0,0,0,0,0,0,0,0,0
 Maine,43,,2012,0,0,0,0,0,0,0,0,0,0
 Hawaii,2,,2012,0,0,0,0,0,0,0,0,0,0
 Idaho,1,,2012,0,0,0,0,0,0,0,0,0,0
 Illinois,1,,2012,0,0,0,0,0,0,0,0,0,0
 Indiana,1,,2012,0,0,0,0,0,0,0,0,0,0
 Iowa,2,,2012,0,0,0,0,0,0,0,0,0,0
 Kansas,2,,2012,0,0,0,0,0,0,0,0,0,0
 Kentucky,1,,2012,0,0,0,0,0,0,0,0,0,0
 Louisiana,1,,2012,0,0,0,0,0,0,0,0,0,0
 Maine,2,,2012,0,0,0,0,0,0,0,0,0,0
 Maryland,1,,2012,0,0,0,0,0,0,0,0,0,0
 Massachusetts,2,,2012,0,0,0,0,0,0,0,0,0,0
 Michigan,2,,2012,0,0,0,0,0,0,0,0,0,0
 Minnesota,2,,2012,0,0,0,0,0,0,0,0,0,0
 Mississippi,1,,2012,0,0,0,0,0,0,0,0,0,0
 Missouri,1,,2012,0,0,0,0,0,0,0,0,0,0
 Montana,2,,2012,0,0,0,0,0,0,0,0,0,0
 Nebraska,2,,2012,0,0,0,0,0,0,0,0,0,0
 Georgia,1,,2012,0,0,0,0,0,0,0,0,0,0
 Nevada,1,,2012,0,0,0,0,0,0,0,0,0,0
 Florida,2,,2012,0,0,0,0,0,0,0,0,0,0
 Delaware,1,,2012,0,0,0,0,0,0,0,0,0,0
 South Dakota,4,,2012,0,0,1,0,0,0,0,0,0,0
 Tennessee,4,,2012,0,0,1,0,0,0,0,0,0,0
 Texas,3,,2012,0,0,1,0,0,0,0,0,0,0
 Utah,3,,2012,0,0,1,0,0,0,0,0,0,0
 Vermont,4,,2012,0,0,1,0,0,0,0,0,0,0
 Virginia,3,,2012,0,0,1,0,0,0,0,0,0,0
